HIP	RA	DEC	Bayer	Cst
64577	0	0	     	Vir
64625	0	0	     	Vir
64725	0	0	     	Vir
64692	0	0	     	CVn
64803	0	0	r    	Cen
64792	0	0	e    	Vir
64852	0	0	sig  	Vir
64844	0	0	     	CVn
64924	0	0	     	Vir
64962	0	0	gam  	Hya
64906	0	0	     	CVn
65109	0	0	iot  	Cen
65074	0	0	     	Vir
65072	0	0	     	CVn
65271	0	0	J    	Cen
65241	0	0	     	Vir
65387	0	0	m    	Cen
65468	0	0	iot01	Mus
65301	0	0	     	Vir
65323	0	0	     	Vir
65420	0	0	     	Vir
65628	0	0	iot02	Mus
65378	0	0	zet  	UMa
65474	0	0	alf  	Vir
65477	0	0	g    	UMa
65581	0	0	i    	Vir
65639	0	0	     	Vir
65810	0	0	K    	Cen
65721	0	0	     	Vir
65835	0	0	R    	Hya
65790	0	0	     	Vir
66753	0	0	kap  	Oct
65892	0	0	     	Vir
65936	0	0	d    	Cen
66015	0	0	     	Vir
66006	0	0	l    	Vir
66091	0	0	     	Vir
66098	0	0	h    	Vir
66131	0	0	     	Vir
66200	0	0	o    	Vir
66247	0	0	y    	Vir
66249	0	0	zet  	Vir
66198	0	0	     	UMa
66320	0	0	     	Vir
66234	0	0	     	CVn
66458	0	0	     	CVn
66657	0	0	eps  	Cen
66821	0	0	Q    	Cen
66634	0	0	     	UMa
66727	0	0	     	Boo
66825	0	0	T    	Cen
66763	0	0	     	Boo
66803	0	0	m    	Vir
66738	0	0	     	UMa
66936	0	0	     	Vir
67057	0	0	     	Vir
67153	0	0	i    	Cen
67139	0	0	     	Vir
67234	0	0	M    	Cen
67172	0	0	     	Vir
67244	0	0	z    	Cen
67288	0	0	     	Vir
67239	0	0	     	Boo
67275	0	0	tau  	Boo
67231	0	0	     	UMa
67464	0	0	nu.  	Cen
67301	0	0	eta  	UMa
67457	0	0	g    	Cen
67472	0	0	mu.  	Cen
67494	0	0	     	Vir
67459	0	0	ups  	Boo
67480	0	0	e    	Boo
67703	0	0	N    	Cen
67669	0	0	k    	Cen
67786	0	0	h    	Cen
67819	0	0	y    	Cen
67787	0	0	     	Boo
67627	0	0	i    	Dra
68002	0	0	zet  	Cen
67929	0	0	p    	Vir
67927	0	0	eta  	Boo
67848	0	0	     	UMa
68092	0	0	     	Vir
68103	0	0	     	Boo
68245	0	0	phi  	Cen
68282	0	0	ups01	Cen
68269	0	0	     	Hya
68276	0	0	     	Boo
68390	0	0	     	Hya
68523	0	0	ups02	Cen
68815	0	0	the  	Aps
68478	0	0	     	Boo
68520	0	0	tau  	Vir
68702	0	0	bet  	Cen
68862	0	0	chi  	Cen
68895	0	0	pi.  	Hya
68933	0	0	the  	Cen
68888	0	0	     	Vir
68940	0	0	     	Vir
68756	0	0	alf  	Dra
69127	0	0	     	Vir
69068	0	0	     	Boo
69896	0	0	eta  	Aps
69226	0	0	d    	Boo
68956	0	0	     	UMi
69415	0	0	     	Hya
69427	0	0	kap  	Vir
69112	0	0	     	UMi
69536	0	0	     	Boo
69481	0	0	kap01	Boo
69483	0	0	kap02	Boo
69612	0	0	     	Boo
70248	0	0	eps  	Aps
69701	0	0	iot  	Vir
70638	0	0	del  	Oct
69673	0	0	alf  	Boo
69713	0	0	iot  	Boo
69732	0	0	lam  	Boo
69829	0	0	     	Vir
69996	0	0	iot  	Lup
69929	0	0	CS   	Vir
70069	0	0	v    	Cen
69974	0	0	lam  	Vir
69879	0	0	A    	Boo
69989	0	0	     	Boo
70012	0	0	ups  	Vir
70090	0	0	psi  	Cen
70027	0	0	     	Boo
70300	0	0	a    	Cen
70306	0	0	k    	Hya
70336	0	0	     	Lib
70574	0	0	tau01	Lup
70576	0	0	tau02	Lup
70497	0	0	the  	Boo
70602	0	0	f    	Boo
70680	0	0	     	Vir
70753	0	0	l    	Hya
70755	0	0	phi  	Vir
70794	0	0	     	Vir
70791	0	0	g    	Boo
71121	0	0	sig  	Lup
71053	0	0	rho  	Boo
70692	0	0	     	UMi
71115	0	0	     	Boo
71075	0	0	gam  	Boo
71352	0	0	eta  	Cen
71284	0	0	sig  	Boo
71500	0	0	a    	Lup
71536	0	0	rho  	Lup
71683	0	0	alf  	Cen
71681	0	0	alf  	Cen
71908	0	0	alf  	Cir
71618	0	0	     	Boo
71860	0	0	alf  	Lup
72370	0	0	alf  	Aps
71865	0	0	b    	Cen
71762	0	0	pi.01	Boo
71795	0	0	zet  	Boo
71832	0	0	     	Boo
71837	0	0	     	Boo
71974	0	0	     	Lib
72010	0	0	c01  	Cen
71957	0	0	mu.  	Vir
72104	0	0	c02  	Cen
71995	0	0	W    	Boo
72290	0	0	b    	Lup
72197	0	0	m    	Hya
72154	0	0	     	Vir
72125	0	0	omi  	Boo
72194	0	0	     	Lib
72105	0	0	eps  	Boo
72220	0	0	     	Vir
72323	0	0	     	Hya
72357	0	0	     	Hya
72378	0	0	     	Hya
72489	0	0	mu.  	Lib
73540	0	0	pi.01	Oct
72571	0	0	E    	Hya
72683	0	0	omi  	Lup
72603	0	0	alf01	Lib
72622	0	0	alf02	Lib
72487	0	0	h    	Boo
72631	0	0	     	Lib
72524	0	0	     	Boo
72965	0	0	zet  	Cir
73223	0	0	R    	Aps
72659	0	0	ksi  	Boo
73771	0	0	pi.02	Oct
72929	0	0	     	Lib
73129	0	0	the  	Cir
72934	0	0	ksi01	Lib
73095	0	0	c    	Lup
74296	0	0	ome  	Oct
72607	0	0	bet  	UMi
73133	0	0	ksi02	Lib
73165	0	0	     	Lib
73273	0	0	bet  	Lup
73193	0	0	M    	Ser
73334	0	0	kap  	Cen
73284	0	0	     	Hya
73249	0	0	     	Lib
73310	0	0	     	Lib
73473	0	0	del  	Lib
73369	0	0	     	Boo
73199	0	0	RR   	UMi
73566	0	0	     	Hya
73776	0	0	eta  	Cir
73536	0	0	     	Ser
73136	0	0	     	UMi
73568	0	0	ome  	Boo
73620	0	0	     	Vir
73555	0	0	bet  	Boo
73714	0	0	sig  	Lib
73807	0	0	pi.  	Lup
73745	0	0	psi  	Boo
73440	0	0	     	UMi
73695	0	0	i    	Boo
73945	0	0	nu.  	Lib
73953	0	0	     	Lib
74117	0	0	lam  	Lup
73841	0	0	k    	Boo
73996	0	0	c    	Boo
74087	0	0	b    	Boo
74376	0	0	kap01	Lup
74380	0	0	kap02	Lup
74395	0	0	zet  	Lup
74449	0	0	e    	Lup
74392	0	0	iot  	Lib
74493	0	0	     	Lib
74500	0	0	     	Lib
74604	0	0	i    	Lup
74600	0	0	     	Lib
74778	0	0	del  	Cir
74837	0	0	eps  	Cir
74824	0	0	bet  	Cir
74946	0	0	gam  	TrA
74649	0	0	     	Ser
74596	0	0	chi  	Boo
74689	0	0	     	Ser
74666	0	0	del  	Boo
74911	0	0	mu.  	Lup
74785	0	0	bet  	Lib
74857	0	0	f    	Lup
74975	0	0	     	Ser
75141	0	0	del  	Lup
75206	0	0	nu.01	Lup
75181	0	0	nu.02	Lup
75110	0	0	     	Lib
75118	0	0	omi  	Lib
75323	0	0	gam  	Cir
75177	0	0	phi01	Lup
75264	0	0	eps  	Lup
75049	0	0	omi  	CrB
75119	0	0	     	Ser
75304	0	0	phi02	Lup
74793	0	0	     	UMi
75294	0	0	     	Lib
75230	0	0	     	Ser
75178	0	0	     	Boo
75439	0	0	ups  	Lup
75342	0	0	     	Ser
75379	0	0	eps  	Lib
75501	0	0	k    	Lup
75312	0	0	eta  	CrB
76996	0	0	rho  	Oct
76013	0	0	kap01	Aps
75411	0	0	mu.01	Boo
75415	0	0	mu.02	Boo
75097	0	0	gam  	UMi
75530	0	0	tau01	Ser
75152	0	0	     	UMi
75730	0	0	     	Lib
75458	0	0	iot  	Dra
75761	0	0	     	Ser
75695	0	0	bet  	CrB
75848	0	0	     	Lib
75944	0	0	     	Lib
75973	0	0	nu.01	Boo
76126	0	0	zet  	Lib
76069	0	0	tau02	Ser
76440	0	0	eps  	TrA
76133	0	0	A01  	Ser
76041	0	0	nu.02	Boo
76259	0	0	     	Lib
76297	0	0	gam  	Lup
76219	0	0	     	Lib
76127	0	0	the  	CrB
76371	0	0	d    	Lup
76750	0	0	kap02	Aps
76333	0	0	gam  	Lib
76276	0	0	del  	Ser
76267	0	0	alf  	CrB
76470	0	0	ups  	Lib
76337	0	0	tau03	Ser
76552	0	0	ome  	Lup
76427	0	0	     	Ser
76307	0	0	mu.  	CrB
76425	0	0	     	Ser
76423	0	0	tau04	Ser
76424	0	0	tau05	Ser
76600	0	0	tau  	Lib
76628	0	0	     	Lib
76705	0	0	psi01	Lup
76534	0	0	phi  	Boo
76742	0	0	     	Lib
76829	0	0	g    	Lup
76008	0	0	the  	UMi
75809	0	0	pi.01	UMi
75829	0	0	pi.01	UMi
76669	0	0	zet01	CrB
76669	0	0	zet02	CrB
76939	0	0	h    	Lup
76880	0	0	kap  	Lib
76945	0	0	psi02	Lup
76810	0	0	tau06	Ser
76852	0	0	iot  	Ser
76866	0	0	chi  	Ser
76878	0	0	tau07	Ser
77060	0	0	eta  	Lib
76952	0	0	gam  	CrB
77052	0	0	psi  	Ser
77070	0	0	alf  	Ser
77048	0	0	pi.  	CrB
77111	0	0	tau08	Ser
77227	0	0	A02  	Ser
77233	0	0	bet  	Ser
77257	0	0	lam  	Ser
77336	0	0	ups  	Ser
77464	0	0	     	Ser
77450	0	0	kap  	Ser
77516	0	0	mu.  	Ser
77442	0	0	R    	CrB
77634	0	0	chi  	Lup
77635	0	0	b    	Sco
76695	0	0	pi.02	UMi
77578	0	0	ome  	Ser
77512	0	0	del  	CrB
77982	0	0	kap  	TrA
77622	0	0	eps  	Ser
77660	0	0	b    	Ser
77952	0	0	bet  	TrA
77661	0	0	rho  	Ser
77655	0	0	kap  	CrB
77811	0	0	lam  	Lib
77055	0	0	zet  	UMi
77840	0	0	A    	Sco
77853	0	0	the  	Lib
77801	0	0	     	Ser
77909	0	0	     	Sco
77760	0	0	chi  	Her
77939	0	0	     	Lib
77984	0	0	     	Sco
77910	0	0	     	Ser
78105	0	0	ksi01	Lup
78106	0	0	ksi02	Lup
78104	0	0	rho  	Sco
77907	0	0	     	Her
78072	0	0	gam  	Ser
78012	0	0	lam  	CrB
77986	0	0	     	Her
78132	0	0	phi  	Ser
78207	0	0	     	Lib
78265	0	0	pi.  	Sco
78159	0	0	eps  	CrB
78384	0	0	eta  	Lup
78401	0	0	del  	Sco
78400	0	0	     	Lib
78436	0	0	     	Lib
78662	0	0	iot01	Nor
78639	0	0	eta  	Nor
78481	0	0	r    	Her
78459	0	0	rho  	CrB
78493	0	0	iot  	CrB
78554	0	0	pi.  	Ser
78685	0	0	     	Ser
78727	0	0	ksi  	Sco
78914	0	0	del  	Nor
78574	0	0	X    	Her
78592	0	0	ups  	Her
78820	0	0	bet01	Sco
78821	0	0	bet02	Sco
78527	0	0	the  	Dra
78918	0	0	the  	Lup
78933	0	0	ome01	Sco
79153	0	0	iot02	Nor
78990	0	0	ome02	Sco
79005	0	0	     	Sco
79007	0	0	     	Ser
79047	0	0	     	Ser
79045	0	0	kap  	Her
79043	0	0	kap  	Her
79072	0	0	     	Ser
79102	0	0	     	Her
79119	0	0	tau  	CrB
79497	0	0	zet  	Nor
80047	0	0	del01	Aps
79490	0	0	     	Nor
80057	0	0	del02	Aps
79101	0	0	phi  	Her
79509	0	0	kap  	Nor
79404	0	0	c02  	Sco
79399	0	0	c01  	Sco
79374	0	0	nu.  	Sco
79664	0	0	del  	TrA
79375	0	0	psi  	Sco
79387	0	0	     	Sco
78661	0	0	     	UMi
79332	0	0	q    	Her
79248	0	0	     	Her
79349	0	0	     	Her
79653	0	0	the  	Nor
79488	0	0	     	Her
79540	0	0	chi  	Sco
79492	0	0	     	Ser
79593	0	0	del  	Oph
79790	0	0	gam01	Nor
79672	0	0	     	Sco
79634	0	0	     	Her
79607	0	0	sig  	CrB
79666	0	0	     	Her
79881	0	0	d    	Sco
79963	0	0	lam  	Nor
80000	0	0	gam02	Nor
79757	0	0	ups  	CrB
79882	0	0	eps  	Oph
79280	0	0	     	UMi
79889	0	0	     	Her
80079	0	0	omi  	Sco
79420	0	0	     	UMi
80112	0	0	sig  	Sco
79992	0	0	tau  	Her
80179	0	0	sig  	Ser
80170	0	0	gam  	Her
80686	0	0	zet  	TrA
81065	0	0	gam  	Aps
80181	0	0	ksi  	CrB
80343	0	0	psi  	Oph
80197	0	0	nu.01	CrB
80214	0	0	nu.02	CrB
80645	0	0	iot  	TrA
80247	0	0	     	Her
80351	0	0	o    	Her
80473	0	0	rho  	Oph
80582	0	0	eps  	Nor
79822	0	0	eta  	UMi
80463	0	0	ome  	Her
80569	0	0	chi  	Oph
80460	0	0	     	Her
80628	0	0	ups  	Oph
80331	0	0	eta  	Dra
80763	0	0	alf  	Sco
80815	0	0	i    	Sco
80911	0	0	N    	Sco
80704	0	0	g    	Her
80894	0	0	phi  	Oph
80816	0	0	bet  	Her
80883	0	0	lam  	Oph
81252	0	0	the  	TrA
80843	0	0	s    	Her
80975	0	0	ome  	Oph
81122	0	0	mu.  	Nor
80809	0	0	     	Her
81007	0	0	n    	Her
80927	0	0	     	Her
81008	0	0	h    	Her
80650	0	0	A    	Dra
81852	0	0	bet  	Aps
81066	0	0	     	Her
81266	0	0	tau  	Sco
81304	0	0	H    	Sco
81126	0	0	sig  	Her
81300	0	0	     	Oph
81710	0	0	eta01	TrA
81589	0	0	R    	Ara
81377	0	0	zet  	Oph
81290	0	0	     	Dra
81292	0	0	     	Dra
81641	0	0	     	Her
81634	0	0	     	Her
81724	0	0	     	Sco
81497	0	0	     	Her
81734	0	0	     	Oph
81693	0	0	zet  	Her
81729	0	0	     	Her
82273	0	0	alf  	TrA
81833	0	0	eta  	Her
81991	0	0	     	Her
81660	0	0	g    	Dra
82037	0	0	     	Oph
82140	0	0	     	Sco
82073	0	0	i    	Her
82363	0	0	eta  	Ara
82162	0	0	     	Oph
82216	0	0	l    	Her
82396	0	0	eps  	Sco
82369	0	0	     	Oph
82514	0	0	mu.01	Sco
82324	0	0	     	Her
82402	0	0	k    	Her
82545	0	0	mu.02	Sco
82321	0	0	     	Her
82480	0	0	     	Oph
82422	0	0	     	Her
82671	0	0	zet01	Sco
82526	0	0	     	Her
82504	0	0	     	Her
82729	0	0	zet02	Sco
82587	0	0	     	Her
82730	0	0	     	Oph
82673	0	0	iot  	Oph
82912	0	0	RR   	Sco
83081	0	0	zet  	Ara
82960	0	0	     	Sco
82925	0	0	     	Oph
82780	0	0	     	Her
82802	0	0	     	Her
83153	0	0	eps01	Ara
83000	0	0	kap  	Oph
82987	0	0	     	Her
83196	0	0	     	Oph
83431	0	0	eps02	Ara
82860	0	0	h    	Dra
83262	0	0	     	Oph
82898	0	0	     	Dra
83331	0	0	     	Oph
82080	0	0	eps  	UMi
83207	0	0	eps  	Her
83313	0	0	d    	Her
83574	0	0	k    	Sco
83430	0	0	     	Oph
83462	0	0	     	Her
83613	0	0	     	Her
83608	0	0	mu.  	Dra
83838	0	0	c    	Her
84012	0	0	eta  	Oph
84143	0	0	eta  	Sco
84054	0	0	     	Her
84177	0	0	     	Oph
83895	0	0	zet  	Dra
84405	0	0	A    	Oph
84345	0	0	alf01	Her
84379	0	0	del  	Her
84979	0	0	iot  	Aps
84500	0	0	U    	Oph
84514	0	0	     	Oph
84969	0	0	zet  	Aps
84380	0	0	pi.  	Her
84626	0	0	omi  	Oph
84625	0	0	omi  	Oph
84573	0	0	u    	Her
84671	0	0	e    	Oph
84606	0	0	e    	Her
84893	0	0	ksi  	Oph
84880	0	0	nu.  	Ser
84496	0	0	VW   	Dra
85035	0	0	V636 	Sco
85079	0	0	iot  	Ara
84970	0	0	the  	Oph
84887	0	0	     	Her
84862	0	0	w    	Her
85084	0	0	     	Oph
85258	0	0	bet  	Ara
85267	0	0	gam  	Ara
84835	0	0	     	Her
85312	0	0	kap  	Ara
85157	0	0	     	Her
85112	0	0	rho  	Her
85340	0	0	b    	Oph
85423	0	0	d    	Oph
85365	0	0	     	Oph
85355	0	0	sig  	Oph
85727	0	0	del  	Ara
85696	0	0	ups  	Sco
85379	0	0	x    	Her
85792	0	0	alf  	Ara
85755	0	0	c    	Oph
85693	0	0	lam  	Her
85927	0	0	lam  	Sco
85790	0	0	     	Her
85670	0	0	bet  	Dra
86092	0	0	sig  	Ara
86060	0	0	     	Oph
86170	0	0	Q    	Sco
85998	0	0	f    	Oph
86305	0	0	pi.  	Ara
86228	0	0	the  	Sco
85819	0	0	nu.01	Dra
85829	0	0	nu.02	Dra
86032	0	0	alf  	Oph
86263	0	0	ksi  	Ser
85805	0	0	f    	Dra
86284	0	0	mu.  	Oph
86486	0	0	lam  	Ara
86254	0	0	     	Her
86036	0	0	     	Dra
86182	0	0	y    	Her
85852	0	0	     	Dra
86670	0	0	kap  	Sco
86565	0	0	omi  	Ser
86929	0	0	eta  	Pav
86796	0	0	mu.  	Ara
86414	0	0	iot  	Her
86736	0	0	     	Oph
86201	0	0	ome  	Dra
86667	0	0	     	Her
86742	0	0	bet  	Oph
86731	0	0	     	Her
86831	0	0	     	Oph
87073	0	0	iot01	Sco
87072	0	0	X    	Sgr
87314	0	0	ups01	Ara
86974	0	0	mu.  	Her
87108	0	0	gam  	Oph
87261	0	0	G    	Sco
87294	0	0	iot02	Sco
87379	0	0	ups02	Ara
86614	0	0	psi  	Dra
86620	0	0	psi  	Dra
87194	0	0	     	Her
87212	0	0	     	Dra
87495	0	0	Y    	Oph
87280	0	0	z    	Her
87706	0	0	     	Oph
87563	0	0	f    	Her
87747	0	0	     	Her
87585	0	0	ksi  	Dra
87808	0	0	the  	Her
88048	0	0	nu.  	Oph
88116	0	0	     	Sgr
87234	0	0	     	Dra
87850	0	0	OP   	Her
87933	0	0	ksi  	Her
87833	0	0	gam  	Dra
87998	0	0	nu.  	Her
88175	0	0	zet  	Ser
88149	0	0	     	Oph
88128	0	0	     	Her
88192	0	0	     	Oph
88258	0	0	     	Sgr
92824	0	0	chi  	Oct
88290	0	0	     	Oph
88380	0	0	     	Sgr
87728	0	0	     	Dra
88267	0	0	     	Her
88404	0	0	tau  	Oph
88469	0	0	     	Sgr
88331	0	0	     	Her
88346	0	0	     	Her
88567	0	0	W    	Sgr
88714	0	0	the  	Ara
88866	0	0	pi.  	Pav
88635	0	0	gam  	Sgr
88522	0	0	V986 	Oph
88601	0	0	p    	Oph
89042	0	0	iot  	Pav
88657	0	0	     	Her
88765	0	0	     	Oph
88771	0	0	     	Oph
88745	0	0	b    	Her
88794	0	0	omi  	Her
88818	0	0	     	Her
88817	0	0	     	Her
89112	0	0	eps  	Tel
88886	0	0	     	Her
85822	0	0	del  	UMi
88899	0	0	     	Her
88964	0	0	     	Oph
89153	0	0	     	Sgr
88127	0	0	     	Dra
88136	0	0	     	Dra
85699	0	0	     	UMi
89341	0	0	mu.  	Sgr
89172	0	0	A    	Her
89369	0	0	     	Sgr
89440	0	0	     	Sgr
89439	0	0	     	Sgr
90133	0	0	phi  	Oct
89567	0	0	     	Sgr
89642	0	0	eta  	Sgr
89637	0	0	RS   	Sgr
89348	0	0	     	Dra
90098	0	0	ksi  	Pav
89931	0	0	del  	Sgr
89773	0	0	     	Her
89968	0	0	Y    	Sgr
89448	0	0	     	Dra
89918	0	0	     	Oph
89861	0	0	     	Her
89962	0	0	eta  	Ser
89826	0	0	kap  	Lyr
89925	0	0	     	Her
89935	0	0	t    	Her
90185	0	0	eps  	Sgr
89594	0	0	     	Dra
90135	0	0	zet  	Sct
90260	0	0	     	Sgr
90139	0	0	     	Her
90289	0	0	     	Sgr
90422	0	0	alf  	Tel
90191	0	0	mu.  	Lyr
90568	0	0	zet  	Tel
90496	0	0	lam  	Sgr
90797	0	0	nu.  	Pav
90441	0	0	d    	Ser
89908	0	0	phi  	Dra
90156	0	0	b    	Dra
89937	0	0	chi  	Dra
90595	0	0	gam  	Sct
90830	0	0	del01	Tel
90642	0	0	c    	Ser
90853	0	0	del02	Tel
90344	0	0	     	Dra
90982	0	0	the  	CrA
90969	0	0	kap01	CrA
90968	0	0	kap02	CrA
90844	0	0	     	Ser
91004	0	0	     	Sgr
91066	0	0	     	Sgr
91117	0	0	alf  	Sct
90905	0	0	d    	Dra
91792	0	0	zet  	Pav
91322	0	0	e    	Ser
91262	0	0	alf  	Lyr
91373	0	0	XY   	Lyr
91689	0	0	     	Sgr
91726	0	0	del  	Sct
91875	0	0	lam  	CrA
91845	0	0	eps  	Sct
92294	0	0	the  	Pav
92041	0	0	phi  	Sgr
91975	0	0	     	Aql
92111	0	0	     	Sgr
91755	0	0	c    	Dra
92226	0	0	mu.  	CrA
91919	0	0	eps01	Lyr
91926	0	0	eps02	Lyr
91971	0	0	zet01	Lyr
91973	0	0	zet02	Lyr
92117	0	0	     	Aql
92043	0	0	     	Her
92308	0	0	eta01	CrA
92175	0	0	bet  	Sct
92202	0	0	R    	Sct
92382	0	0	eta02	CrA
92161	0	0	     	Her
92609	0	0	lam  	Pav
92390	0	0	     	Sgr
92646	0	0	kap  	Tel
92480	0	0	     	Sgr
92204	0	0	     	Dra
92398	0	0	nu.01	Lyr
92524	0	0	     	Aql
92405	0	0	nu.  	Lyr
92420	0	0	bet  	Lyr
93015	0	0	kap  	Pav
92614	0	0	     	Her
92747	0	0	     	Sgr
92761	0	0	nu.01	Sgr
92845	0	0	nu.02	Sgr
92855	0	0	sig  	Sgr
92112	0	0	     	Dra
92512	0	0	omi  	Dra
93163	0	0	ome  	Pav
92728	0	0	del01	Lyr
92818	0	0	     	Her
93148	0	0	lam  	Tel
92872	0	0	     	Ser
92791	0	0	del02	Lyr
92946	0	0	the01	Ser
92951	0	0	the02	Ser
93057	0	0	ksi01	Sgr
93026	0	0	eta  	Sct
93085	0	0	ksi02	Sgr
93174	0	0	eps  	CrA
92862	0	0	R    	Lyr
93051	0	0	     	Ser
93124	0	0	FF   	Aql
93179	0	0	     	Aql
93203	0	0	     	Aql
92997	0	0	     	Dra
93244	0	0	eps  	Aql
93194	0	0	gam  	Lyr
92782	0	0	ups  	Dra
93542	0	0	zet  	CrA
93279	0	0	lam  	Lyr
93429	0	0	i    	Aql
93506	0	0	zet  	Sgr
93526	0	0	g    	Aql
93815	0	0	rho  	Tel
93408	0	0	     	Lyr
93683	0	0	omi  	Sgr
93340	0	0	     	Dra
93717	0	0	h    	Aql
93825	0	0	gam  	CrA
104382	0	0	sig  	Oct
93864	0	0	tau  	Sgr
93747	0	0	zet  	Aql
93805	0	0	lam  	Aql
94005	0	0	del  	CrA
93867	0	0	     	Aql
93713	0	0	     	Dra
94114	0	0	alf  	CrA
94160	0	0	bet  	CrA
93917	0	0	     	Lyr
93903	0	0	iot  	Lyr
94141	0	0	pi.  	Sgr
94068	0	0	     	Aql
94724	0	0	tau  	Pav
94385	0	0	     	Aql
94311	0	0	     	Lyr
94477	0	0	     	Aql
94140	0	0	     	Dra
94643	0	0	psi  	Sgr
94302	0	0	     	Dra
94730	0	0	RY   	Sgr
94481	0	0	eta  	Lyr
94620	0	0	     	Sge
94727	0	0	     	Aql
94820	0	0	d    	Sgr
94703	0	0	     	Vul
94490	0	0	     	Dra
94376	0	0	del  	Dra
94083	0	0	     	Dra
94713	0	0	the  	Lyr
94834	0	0	ome01	Aql
94827	0	0	     	Vul
94885	0	0	     	Aql
94913	0	0	     	Aql
94910	0	0	U    	Sge
94779	0	0	kap  	Cyg
95261	0	0	eta  	Tel
94982	0	0	A    	Aql
95002	0	0	ome02	Aql
95066	0	0	f    	Aql
95073	0	0	d    	Aql
95241	0	0	bet01	Sgr
95168	0	0	rho01	Sgr
95176	0	0	ups  	Sgr
95294	0	0	bet02	Sgr
95188	0	0	rho02	Sgr
95347	0	0	alf  	Sgr
94648	0	0	tau  	Dra
95260	0	0	     	Vul
95477	0	0	chi01	Sgr
95486	0	0	chi02	Sgr
95503	0	0	chi03	Sgr
95398	0	0	     	Sge
95081	0	0	pi.  	Dra
95372	0	0	     	Cyg
95435	0	0	     	Sge
95447	0	0	b    	Aql
95564	0	0	     	Sgr
95501	0	0	del  	Aql
95498	0	0	     	Vul
95585	0	0	nu.  	Aql
95560	0	0	     	Vul
95932	0	0	mu.  	Tel
84535	0	0	lam  	UMi
95556	0	0	     	Cyg
95793	0	0	c    	Aql
95820	0	0	U    	Aql
95771	0	0	alf  	Vul
95785	0	0	     	Vul
95656	0	0	     	Cyg
95818	0	0	     	Vul
95154	0	0	UX   	Dra
95937	0	0	e    	Aql
95947	0	0	bet01	Cyg
95951	0	0	bet02	Cyg
95853	0	0	iot  	Cyg
96341	0	0	iot  	Tel
96052	0	0	     	Cyg
96229	0	0	mu.  	Aql
96327	0	0	     	Aql
96406	0	0	h01  	Sgr
96275	0	0	     	Vul
96465	0	0	h02  	Sgr
96302	0	0	     	Cyg
96483	0	0	kap  	Aql
96468	0	0	iot  	Aql
96387	0	0	     	Cyg
96556	0	0	     	Aql
96100	0	0	sig  	Dra
96516	0	0	eps  	Sge
96441	0	0	the  	Cyg
96729	0	0	     	Sgr
      	0	0	R    	Cyg
96665	0	0	sig  	Aql
96808	0	0	e01  	Sgr
96683	0	0	phi  	Cyg
96757	0	0	alf  	Sge
96807	0	0	     	Aql
96693	0	0	     	Cyg
96840	0	0	QS   	Aql
96837	0	0	bet  	Sge
96950	0	0	e02  	Sgr
96931	0	0	     	Aql
96957	0	0	chi  	Aql
96895	0	0	c    	Cyg
96901	0	0	c    	Cyg
97077	0	0	     	Vul
97421	0	0	nu.  	Tel
97139	0	0	psi  	Aql
97290	0	0	f    	Sgr
97118	0	0	     	Cyg
97229	0	0	ups  	Aql
97278	0	0	gam  	Aql
97165	0	0	del  	Cyg
97295	0	0	     	Cyg
97365	0	0	del  	Sge
97473	0	0	pi.  	Aql
97496	0	0	zet  	Sge
97650	0	0	     	Aql
97649	0	0	alf  	Aql
97675	0	0	omi  	Aql
97783	0	0	     	Sgr
97629	0	0	chi  	Cyg
97679	0	0	     	Vul
97630	0	0	     	Cyg
97634	0	0	V380 	Cyg
97804	0	0	eta  	Aql
97796	0	0	     	Sge
97635	0	0	d    	Cyg
98032	0	0	iot  	Sgr
97433	0	0	eps  	Dra
97928	0	0	     	Aql
98495	0	0	eps  	Pav
97886	0	0	     	Vul
97966	0	0	     	Aql
97967	0	0	     	Aql
97938	0	0	ksi  	Aql
97980	0	0	     	Aql
98066	0	0	ome  	Sgr
98036	0	0	bet  	Aql
98478	0	0	mu.01	Pav
98162	0	0	b01  	Sgr
97870	0	0	     	Cyg
98085	0	0	S    	Sge
98103	0	0	phi  	Aql
98624	0	0	mu.02	Pav
98068	0	0	     	Cyg
98258	0	0	g    	Sgr
98110	0	0	eta  	Cyg
98353	0	0	A    	Sgr
98055	0	0	psi  	Cyg
98234	0	0	     	Sge
98412	0	0	the01	Sgr
98421	0	0	the02	Sgr
98337	0	0	gam  	Sge
98375	0	0	     	Vul
98438	0	0	     	Sge
98425	0	0	     	Cyg
98633	0	0	     	Sgr
98688	0	0	c    	Sgr
98543	0	0	     	Vul
98636	0	0	     	Vul
98571	0	0	e    	Cyg
98754	0	0	     	Sge
99240	0	0	del  	Pav
98844	0	0	     	Aql
98823	0	0	tau  	Aql
98819	0	0	     	Sge
99120	0	0	ksi  	Tel
98953	0	0	     	Sgr
98583	0	0	e    	Dra
98920	0	0	eta  	Sge
98658	0	0	     	Dra
98702	0	0	rho  	Dra
98401	0	0	     	Dra
99080	0	0	     	Vul
99031	0	0	b01  	Cyg
99171	0	0	     	Aql
98962	0	0	     	Dra
99352	0	0	the  	Sge
99303	0	0	b02  	Cyg
99473	0	0	the  	Aql
99404	0	0	     	Vul
99529	0	0	ksi01	Cap
99572	0	0	ksi  	Cap
99518	0	0	     	Vul
99531	0	0	     	Vul
99631	0	0	     	Aql
99742	0	0	rho  	Aql
